1.6140368000E+00	7.8916223000E+00	4.1538043020E+00	4.0538043020E+00	3.9538043020E+00	3.8538043020E+00	3.7538043020E+00	3.6538043020E+00	3.4538043020E+00	3.2538043020E+00	3.0538043020E+00	2.8538043020E+00	2.6538043020E+00	2.1230434416E+00	1.5922825812E+00	1.0615217208E+00	5.3076086040E-01
7.2549501000E-01	8.7547864000E+00	4.1899590490E+00	4.0899590490E+00	3.9899590490E+00	3.8899590490E+00	3.7899590490E+00	3.6899590490E+00	3.4899590490E+00	3.2899590490E+00	3.0899590490E+00	2.8899590490E+00	2.6899590490E+00	2.1519672392E+00	1.6139754294E+00	1.0759836196E+00	5.3799180980E-01
1.3023833000E-01	6.6922907000E+00	4.3818688390E+00	4.2818688390E+00	4.1818688390E+00	4.0818688390E+00	3.9818688390E+00	3.8818688390E+00	3.6818688390E+00	3.4818688390E+00	3.2818688390E+00	3.0818688390E+00	2.8818688390E+00	2.3054950712E+00	1.7291213034E+00	1.1527475356E+00	5.7637376780E-01
2.0759950000E+00	6.8931460000E+00	4.0953688620E+00	3.9953688620E+00	3.8953688620E+00	3.7953688620E+00	3.6953688620E+00	3.5953688620E+00	3.3953688620E+00	3.1953688620E+00	2.9953688620E+00	2.7953688620E+00	2.5953688620E+00	2.0762950896E+00	1.5572213172E+00	1.0381475448E+00	5.1907377240E-01
1.3252093000E+00	5.8867034000E+00	4.3216872220E+00	4.2216872220E+00	4.1216872220E+00	4.0216872220E+00	3.9216872220E+00	3.8216872220E+00	3.6216872220E+00	3.4216872220E+00	3.2216872220E+00	3.0216872220E+00	2.8216872220E+00	2.2573497776E+00	1.6930123332E+00	1.1286748888E+00	5.6433744440E-01
2.1397164000E-01	5.0142718000E+00	4.6415653230E+00	4.5415653230E+00	4.4415653230E+00	4.3415653230E+00	4.2415653230E+00	4.1415653230E+00	3.9415653230E+00	3.7415653230E+00	3.5415653230E+00	3.3415653230E+00	3.1415653230E+00	2.5132522584E+00	1.8849391938E+00	1.2566261292E+00	6.2831306460E-01
1.7981106000E+00	4.8627626000E+00	4.3076677320E+00	4.2076677320E+00	4.1076677320E+00	4.0076677320E+00	3.9076677320E+00	3.8076677320E+00	3.6076677320E+00	3.4076677320E+00	3.2076677320E+00	3.0076677320E+00	2.8076677320E+00	2.2461341856E+00	1.6846006392E+00	1.1230670928E+00	5.6153354640E-01
1.4288396000E+00	3.5436421000E+00	4.5955343250E+00	4.4955343250E+00	4.3955343250E+00	4.2955343250E+00	4.1955343250E+00	4.0955343250E+00	3.8955343250E+00	3.6955343250E+00	3.4955343250E+00	3.2955343250E+00	3.0955343250E+00	2.4764274600E+00	1.8573205950E+00	1.2382137300E+00	6.1910686500E-01
2.7877731000E+00	5.8084165000E+00	3.8599674700E+00	3.7599674700E+00	3.6599674700E+00	3.5599674700E+00	3.4599674700E+00	3.3599674700E+00	3.1599674700E+00	2.9599674700E+00	2.7599674700E+00	2.5599674700E+00	2.3599674700E+00	1.8879739760E+00	1.4159804820E+00	9.4398698800E-01	4.7199349400E-01
2.5742123000E+00	9.1463481000E+00	4.0450778010E+00	3.9450778010E+00	3.8450778010E+00	3.7450778010E+00	3.6450778010E+00	3.5450778010E+00	3.3450778010E+00	3.1450778010E+00	2.9450778010E+00	2.7450778010E+00	2.5450778010E+00	2.0360622408E+00	1.5270466806E+00	1.0180311204E+00	5.0901556020E-01
