1.6140368000E+00	7.8916223000E+00	3.9538043020E+00
7.2549501000E-01	8.7547864000E+00	3.9899590490E+00
1.3023833000E-01	6.6922907000E+00	4.1818688390E+00
2.0759950000E+00	6.8931460000E+00	3.8953688620E+00
1.3252093000E+00	5.8867034000E+00	4.1216872220E+00
2.1397164000E-01	5.0142718000E+00	4.4415653230E+00
1.7981106000E+00	4.8627626000E+00	4.1076677320E+00
1.4288396000E+00	3.5436421000E+00	4.3955343250E+00
2.7877731000E+00	5.8084165000E+00	3.6599674700E+00
2.5742123000E+00	9.1463481000E+00	3.8450778010E+00
3.1147154000E+00	8.0507458000E+00	3.7403645990E+00
1.9720846000E+00	9.8510217000E+00	3.8812587740E+00
3.6543020000E+00	6.9460398000E+00	3.5253956790E+00
3.1012690000E+00	4.2686012000E+00	3.8601072310E+00
3.2511417000E+00	2.3927145000E+00	4.3633444790E+00
4.0152764000E+00	5.7157796000E+00	3.2642570020E+00
3.7091614000E+00	1.0825479000E+01	3.8255007740E+00
4.0199680000E+00	9.2950065000E+00	3.7613099100E+00
4.6142918000E+00	8.1429535000E+00	3.6197770120E+00
5.1315935000E+00	7.0574566000E+00	3.4498951910E+00
4.2133113000E+00	4.1772004000E+00	3.5413868900E+00
4.1980779000E+00	3.2327261000E+00	3.9678204540E+00
5.0734437000E+00	1.3376975000E+00	4.4000280380E+00
5.3710540000E+00	5.9747483000E+00	3.0969920640E+00
4.9902176000E+00	5.1064413000E+00	3.0361159320E+00
4.9065896000E+00	1.0316109000E+01	3.8212321280E+00
5.5198880000E+00	1.1635741000E+01	3.7858529570E+00
5.5351379000E+00	9.2735225000E+00	3.7368908410E+00
6.1729574000E+00	8.2530441000E+00	3.5653725150E+00
6.3459953000E+00	7.1629580000E+00	3.2708685870E+00
5.2644199000E+00	4.0248659000E+00	3.4089034080E+00
5.5538555000E+00	2.9585239000E+00	3.8262613300E+00
6.7906143000E+00	2.0507121000E+00	4.0470965390E+00
6.8017633000E+00	5.9681403000E-01	4.4424174310E+00
6.5686384000E+00	6.3767488000E+00	3.0204248910E+00
6.1022600000E+00	5.8376472000E+00	3.0027893070E+00
5.8483457000E+00	5.1502199000E+00	3.0102761270E+00
5.8903567000E+00	4.5031291000E+00	3.1398828510E+00
6.0717472000E+00	1.0375666000E+01	3.8335860250E+00
7.0085609000E+00	1.1046376000E+01	3.8153532030E+00
7.4028193000E+00	1.2285027000E+01	3.7255795480E+00
7.2079334000E+00	9.6481379000E+00	3.7658722880E+00
7.5995329000E+00	8.4033332000E+00	3.5402586940E+00
7.7391438000E+00	7.4260571000E+00	3.2653410910E+00
7.2223820000E+00	6.9151332000E+00	3.1252031800E+00
6.1022600000E+00	3.8115975000E+00	3.3980591770E+00
7.1838354000E+00	3.1565588000E+00	3.5847232820E+00
8.5091462000E+00	2.4101194000E+00	3.7393060210E+00
7.9154850000E+00	1.2939188000E+00	4.1557152750E+00
8.4942562000E+00	0.0000000000E+00	4.4468658450E+00
7.2307174000E+00	6.2488238000E+00	2.9557667260E+00
6.6354310000E+00	5.7005461000E+00	2.9263940330E+00
6.5287968000E+00	4.9845736000E+00	2.9754345890E+00
6.6506644000E+00	4.3600019000E+00	3.1248953820E+00
8.4957744000E+00	1.1140173000E+01	3.7728608130E+00
9.2857506000E+00	1.2934314000E+01	3.6907046320E+00
8.7108615000E+00	9.5533571000E+00	3.7135227200E+00
9.0464093000E+00	8.3906413000E+00	3.5364532950E+00
8.4620114000E+00	7.4740620000E+00	3.3079116820E+00
7.8844611000E+00	6.7872082000E+00	3.0719080450E+00
6.9705670000E+00	3.8115975000E+00	3.3215508940E+00
7.7217280000E+00	3.9284923000E+00	3.1978593350E+00
8.4939127000E+00	3.2174926000E+00	3.4865942480E+00
9.9258577000E+00	3.2936599000E+00	3.3540864470E+00
1.0200064000E+01	2.3495090000E+00	3.6227705960E+00
9.1227600000E+00	1.4006477000E+00	3.9912283900E+00
1.0336042000E+01	1.0420898000E+00	3.9697220800E+00
1.0585583000E+01	0.0000000000E+00	4.1221912380E+00
7.7037233000E+00	6.0936529000E+00	2.8895087720E+00
7.0499797000E+00	5.5552685000E+00	2.8631153580E+00
7.0919907000E+00	4.9081776000E+00	2.9336145400E+00
7.3810814000E+00	4.4631414000E+00	3.0243363860E+00
9.9853788000E+00	1.2016268000E+01	3.7218876360E+00
9.9212626000E+00	1.0648344000E+01	3.7130601880E+00
1.1211058000E+01	1.3423751000E+01	3.6715960980E+00
1.0200067000E+01	9.3393130000E+00	3.5798118590E+00
1.0569437000E+01	8.4794846000E+00	3.3892848970E+00
