1.6140368000E+00	7.8916223000E+00	2.6538043020E+00
7.2549501000E-01	8.7547864000E+00	2.6899590490E+00
1.3023833000E-01	6.6922907000E+00	2.8818688390E+00
2.0759950000E+00	6.8931460000E+00	2.5953688620E+00
1.3252093000E+00	5.8867034000E+00	2.8216872220E+00
2.1397164000E-01	5.0142718000E+00	3.1415653230E+00
1.7981106000E+00	4.8627626000E+00	2.8076677320E+00
1.4288396000E+00	3.5436421000E+00	3.0955343250E+00
2.7877731000E+00	5.8084165000E+00	2.3599674700E+00
2.5742123000E+00	9.1463481000E+00	2.5450778010E+00
3.1147154000E+00	8.0507458000E+00	2.4403645990E+00
1.9720846000E+00	9.8510217000E+00	2.5812587740E+00
3.6543020000E+00	6.9460398000E+00	2.2253956790E+00
3.1012690000E+00	4.2686012000E+00	2.5601072310E+00
3.2511417000E+00	2.3927145000E+00	3.0633444790E+00
4.0152764000E+00	5.7157796000E+00	1.9642570020E+00
3.7091614000E+00	1.0825479000E+01	2.5255007740E+00
4.0199680000E+00	9.2950065000E+00	2.4613099100E+00
4.6142918000E+00	8.1429535000E+00	2.3197770120E+00
5.1315935000E+00	7.0574566000E+00	2.1498951910E+00
4.2133113000E+00	4.1772004000E+00	2.2413868900E+00
4.1980779000E+00	3.2327261000E+00	2.6678204540E+00
5.0734437000E+00	1.3376975000E+00	3.1000280380E+00
5.3710540000E+00	5.9747483000E+00	1.7969920640E+00
4.9902176000E+00	5.1064413000E+00	1.7361159320E+00
4.9065896000E+00	1.0316109000E+01	2.5212321280E+00
5.5198880000E+00	1.1635741000E+01	2.4858529570E+00
5.5351379000E+00	9.2735225000E+00	2.4368908410E+00
6.1729574000E+00	8.2530441000E+00	2.2653725150E+00
6.3459953000E+00	7.1629580000E+00	1.9708685870E+00
5.2644199000E+00	4.0248659000E+00	2.1089034080E+00
5.5538555000E+00	2.9585239000E+00	2.5262613300E+00
6.7906143000E+00	2.0507121000E+00	2.7470965390E+00
6.8017633000E+00	5.9681403000E-01	3.1424174310E+00
6.5686384000E+00	6.3767488000E+00	1.7204248910E+00
6.1022600000E+00	5.8376472000E+00	1.7027893070E+00
5.8483457000E+00	5.1502199000E+00	1.7102761270E+00
5.8903567000E+00	4.5031291000E+00	1.8398828510E+00
6.0717472000E+00	1.0375666000E+01	2.5335860250E+00
7.0085609000E+00	1.1046376000E+01	2.5153532030E+00
7.4028193000E+00	1.2285027000E+01	2.4255795480E+00
7.2079334000E+00	9.6481379000E+00	2.4658722880E+00
7.5995329000E+00	8.4033332000E+00	2.2402586940E+00
7.7391438000E+00	7.4260571000E+00	1.9653410910E+00
7.2223820000E+00	6.9151332000E+00	1.8252031800E+00
6.1022600000E+00	3.8115975000E+00	2.0980591770E+00
7.1838354000E+00	3.1565588000E+00	2.2847232820E+00
8.5091462000E+00	2.4101194000E+00	2.4393060210E+00
7.9154850000E+00	1.2939188000E+00	2.8557152750E+00
8.4942562000E+00	0.0000000000E+00	3.1468658450E+00
7.2307174000E+00	6.2488238000E+00	1.6557667260E+00
6.6354310000E+00	5.7005461000E+00	1.6263940330E+00
6.5287968000E+00	4.9845736000E+00	1.6754345890E+00
6.6506644000E+00	4.3600019000E+00	1.8248953820E+00
8.4957744000E+00	1.1140173000E+01	2.4728608130E+00
