 1.614036800E+000 7.891622300E+000 4.153804302E+000
 7.254950100E-001 8.754786400E+000 4.189959049E+000
 1.302383300E-001 6.692290700E+000 4.381868839E+000
 2.075995000E+000 6.893146000E+000 4.095368862E+000
 1.325209300E+000 5.886703400E+000 4.321687222E+000
 2.139716400E-001 5.014271800E+000 4.641565323E+000
 1.798110600E+000 4.862762600E+000 4.307667732E+000
 1.428839600E+000 3.543642100E+000 4.595534325E+000
 2.787773100E+000 5.808416500E+000 3.859967470E+000
 2.574212300E+000 9.146348100E+000 4.045077801E+000
 3.114715400E+000 8.050745800E+000 3.940364599E+000
 1.972084600E+000 9.851021700E+000 4.081258774E+000
 3.654302000E+000 6.946039800E+000 3.725395679E+000
 3.101269000E+000 4.268601200E+000 4.060107231E+000
 3.251141700E+000 2.392714500E+000 4.563344479E+000
 4.015276400E+000 5.715779600E+000 3.464257002E+000
 3.709161400E+000 1.082547900E+001 4.025500774E+000
 4.019968000E+000 9.295006500E+000 3.961309910E+000
 4.614291800E+000 8.142953500E+000 3.819777012E+000
 5.131593500E+000 7.057456600E+000 3.649895191E+000
 4.213311300E+000 4.177200400E+000 3.741386890E+000
 4.198077900E+000 3.232726100E+000 4.167820454E+000
 5.073443700E+000 1.337697500E+000 4.600028038E+000
 5.371054000E+000 5.974748300E+000 3.296992064E+000
 4.990217600E+000 5.106441300E+000 3.236115932E+000
 4.906589600E+000 1.031610900E+001 4.021232128E+000
 5.519888000E+000 1.163574100E+001 3.985852957E+000
 5.535137900E+000 9.273522500E+000 3.936890841E+000
 6.172957400E+000 8.253044100E+000 3.765372515E+000
 6.345995300E+000 7.162958000E+000 3.470868587E+000
 5.264419900E+000 4.024865900E+000 3.608903408E+000
 5.553855500E+000 2.958523900E+000 4.026261330E+000
 6.790614300E+000 2.050712100E+000 4.247096539E+000
 6.801763300E+000 5.968140300E-001 4.642417431E+000
 6.568638400E+000 6.376748800E+000 3.220424891E+000
 6.102260000E+000 5.837647200E+000 3.202789307E+000
 5.848345700E+000 5.150219900E+000 3.210276127E+000
 5.890356700E+000 4.503129100E+000 3.339882851E+000
 6.071747200E+000 1.037566600E+001 4.033586025E+000
 7.008560900E+000 1.104637600E+001 4.015353203E+000
 7.402819300E+000 1.228502700E+001 3.925579548E+000
 7.207933400E+000 9.648137900E+000 3.965872288E+000
 7.599532900E+000 8.403333200E+000 3.740258694E+000
 7.739143800E+000 7.426057100E+000 3.465341091E+000
 7.222382000E+000 6.915133200E+000 3.325203180E+000
 6.102260000E+000 3.811597500E+000 3.598059177E+000
 7.183835400E+000 3.156558800E+000 3.784723282E+000
 8.509146200E+000 2.410119400E+000 3.939306021E+000
 7.915485000E+000 1.293918800E+000 4.355715275E+000
 8.494256200E+000 0.000000000E+000 4.646865845E+000
 7.230717400E+000 6.248823800E+000 3.155766726E+000
 6.635431000E+000 5.700546100E+000 3.126394033E+000
 6.528796800E+000 4.984573600E+000 3.175434589E+000
 6.650664400E+000 4.360001900E+000 3.324895382E+000
 8.495774400E+000 1.114017300E+001 3.972860813E+000
 9.285750600E+000 1.293431400E+001 3.890704632E+000
 8.710861500E+000 9.553357100E+000 3.913522720E+000
 9.046409300E+000 8.390641300E+000 3.736453295E+000
 8.462011400E+000 7.474062000E+000 3.507911682E+000
 7.884461100E+000 6.787208200E+000 3.271908045E+000
 6.970567000E+000 3.811597500E+000 3.521550894E+000
 7.721728000E+000 3.928492300E+000 3.397859335E+000
 8.493912700E+000 3.217492600E+000 3.686594248E+000
 9.925857700E+000 3.293659900E+000 3.554086447E+000
 1.020006400E+001 2.349509000E+000 3.822770596E+000
 9.122760000E+000 1.400647700E+000 4.191228390E+000
 1.033604200E+001 1.042089800E+000 4.169722080E+000
 1.058558300E+001 0.000000000E+000 4.322191238E+000
 7.703723300E+000 6.093652900E+000 3.089508772E+000
 7.049979700E+000 5.555268500E+000 3.063115358E+000
 7.091990700E+000 4.908177600E+000 3.133614540E+000
 7.381081400E+000 4.463141400E+000 3.224336386E+000
 9.985378800E+000 1.201626800E+001 3.921887636E+000
 9.921262600E+000 1.064834400E+001 3.913060188E+000
 1.121105800E+001 1.342375100E+001 3.871596098E+000
 1.020006700E+001 9.339313000E+000 3.779811859E+000
 1.056943700E+001 8.479484600E+000 3.589284897E+000
 9.936121400E+000 7.549006600E+000 3.474926710E+000
 9.150906300E+000 7.571235000E+000 3.546496391E+000
 8.573356000E+000 6.884381200E+000 3.319609880E+000
 8.186027300E+000 6.216593100E+000 3.103165150E+000
 7.899807900E+000 4.497103000E+000 3.190345287E+000
 8.570080000E+000 3.963932000E+000 3.365903139E+000
