         0.00000         2.00000         0.08461
         1.00000         1.99000         0.09353
         2.00000         1.98000         0.10170
         3.00000         1.97000         0.10929
         4.00000         1.96000         0.11643
         5.00000         1.95000         0.12321
         6.00000         1.94000         0.12966
         7.00000         1.93000         0.13586
         8.00000         1.92000         0.14181
         9.00000         1.91000         0.14756
        10.00000         1.90000         0.15313
        11.00000         1.89000         0.15853
        12.00000         1.88000         0.16378
        13.00000         1.87000         0.16890
        14.00000         1.86000         0.17389
        15.00000         1.85000         0.17876
        16.00000         1.84000         0.18352
        17.00000         1.83000         0.18818
        18.00000         1.82000         0.19275
        19.00000         1.81000         0.19723
        20.00000         1.80000         0.20163
        21.00000         1.79000         0.20595
        22.00000         1.78000         0.21019
        23.00000         1.77000         0.21437
        24.00000         1.76000         0.21847
        25.00000         1.75000         0.22252
        26.00000         1.74000         0.22650
        27.00000         1.73000         0.23042
        28.00000         1.72000         0.23429
        29.00000         1.71000         0.23810
        30.00000         1.70000         0.24186
        31.00000         1.69000         0.24557
        32.00000         1.68000         0.24923
        33.00000         1.67000         0.25284
        34.00000         1.66000         0.25641
        35.00000         1.65000         0.25993
        36.00000         1.64000         0.26341
        37.00000         1.63000         0.26685
        38.00000         1.62000         0.27025
        39.00000         1.61000         0.27360
        40.00000         1.60000         0.27692
        41.00000         1.59000         0.28020
        42.00000         1.58000         0.28344
        43.00000         1.57000         0.28664
        44.00000         1.56000         0.28981
        45.00000         1.55000         0.29295
        46.00000         1.54000         0.29604
        47.00000         1.53000         0.29910
        48.00000         1.52000         0.30213
        49.00000         1.51000         0.30513
        50.00000         1.50000         0.30808
        51.00000         1.49000         0.31101
        52.00000         1.48000         0.31390
        53.00000         1.47000         0.31676
        54.00000         1.46000         0.31959
        55.00000         1.45000         0.32238
        56.00000         1.44000         0.32514
        57.00000         1.43000         0.32787
        58.00000         1.42000         0.33056
        59.00000         1.41000         0.33322
        60.00000         1.40000         0.33585
        61.00000         1.39000         0.33844
        62.00000         1.38000         0.34100
        63.00000         1.37000         0.34352
        64.00000         1.36000         0.34601
        65.00000         1.35000         0.34847
        66.00000         1.34000         0.35089
        67.00000         1.33000         0.35327
        68.00000         1.32000         0.35562
        69.00000         1.31000         0.35793
        70.00000         1.30000         0.36020
        71.00000         1.29000         0.36243
        72.00000         1.28000         0.36463
        73.00000         1.27000         0.36678
        74.00000         1.26000         0.36889
        75.00000         1.25000         0.37096
        76.00000         1.24000         0.37298
        77.00000         1.23000         0.37496
        78.00000         1.22000         0.37689
        79.00000         1.21000         0.37878
        80.00000         1.20000         0.38061
        81.00000         1.19000         0.38240
        82.00000         1.18000         0.38412
        83.00000         1.17000         0.38580
        84.00000         1.16000         0.38741
        85.00000         1.15000         0.38896
        86.00000         1.14000         0.39045
        87.00000         1.13000         0.39187
        88.00000         1.12000         0.39322
        89.00000         1.11000         0.39449
        90.00000         1.10000         0.39569
        91.00000         1.09000         0.39680
        92.00000         1.08000         0.39782
        93.00000         1.07000         0.39874
        94.00000         1.06000         0.39956
        95.00000         1.05000         0.40027
        96.00000         1.04000         0.40086
        97.00000         1.03000         0.40131
        98.00000         1.02000         0.40161
        99.00000         1.01000         0.40175
       100.00000         1.00000         0.40170
