
2,0.5000,0.5000,99.0000,20.000000,6.99812241e+01
3,0.5000,0.5000,98.0000,20.000000,6.89567184e+01
4,0.5000,0.5000,97.0000,20.000000,6.79307861e+01
5,0.5000,0.5000,96.0000,20.000000,6.69033661e+01
6,0.5000,0.5000,95.0000,20.000000,6.58743668e+01
7,0.5000,0.5000,94.0000,20.000000,6.48437042e+01
8,0.5000,0.5000,93.0000,20.000000,6.38112984e+01
9,0.5000,0.5000,92.0000,20.000000,6.27770500e+01
10,0.5000,0.5000,91.0000,20.000000,6.17408562e+01
11,0.5000,0.5000,90.0000,20.000000,6.07026138e+01
12,0.5000,0.5000,89.0000,20.000000,5.96622162e+01
13,0.5000,0.5000,88.0000,20.000000,5.86195450e+01
14,0.5000,0.5000,87.0000,20.000000,5.75744781e+01
15,0.5000,0.5000,86.0000,20.000000,5.65268860e+01
16,0.5000,0.5000,85.0000,20.000000,5.54766350e+01
17,0.5000,0.5000,84.0000,20.000000,5.44235764e+01
18,0.5000,0.5000,83.0000,20.000000,5.33675652e+01
19,0.5000,0.5000,82.0000,20.000000,5.23084373e+01
20,0.5000,0.5000,81.0000,20.000000,5.12460251e+01
21,0.5000,0.5000,80.0000,20.000000,5.01801491e+01
22,0.5000,0.5000,79.0000,20.000000,4.91106224e+01
23,0.5000,0.5000,78.0000,20.000000,4.80372429e+01
24,0.5000,0.5000,77.0000,20.000000,4.69598083e+01
25,0.5000,0.5000,76.0000,20.000000,4.58780937e+01
26,0.5000,0.5000,75.0000,20.000000,4.47918625e+01
27,0.5000,0.5000,74.0000,20.000000,4.37008667e+01
28,0.5000,0.5000,73.0000,20.000000,4.26048470e+01
29,0.5000,0.5000,72.0000,20.000000,4.15035286e+01
30,0.5000,0.5000,71.0000,20.000000,4.03966141e+01
31,0.5000,0.5000,70.0000,20.000000,3.92837944e+01
32,0.5000,0.5000,69.0000,20.000000,3.81647453e+01
33,0.5000,0.5000,68.0000,20.000000,3.70391121e+01
34,0.5000,0.5000,67.0000,20.000000,3.59065361e+01
35,0.5000,0.5000,66.0000,20.000000,3.47666168e+01
36,0.5000,0.5000,65.0000,20.000000,3.36189537e+01
37,0.5000,0.5000,64.0000,20.000000,3.24630966e+01
38,0.5000,0.5000,63.0000,20.000000,3.12985878e+01
39,0.5000,0.5000,62.0000,20.000000,3.01249332e+01
40,0.5000,0.5000,61.0000,20.000000,2.89416103e+01
41,0.5000,0.5000,60.0000,20.000000,2.77480621e+01
42,0.5000,0.5000,59.0000,20.000000,2.65437012e+01
43,0.5000,0.5000,58.0000,20.000000,2.53279018e+01
44,0.5000,0.5000,57.0000,20.000000,2.40999947e+01
45,0.5000,0.5000,56.0000,20.000000,2.28592777e+01
46,0.5000,0.5000,55.0000,20.000000,2.16049957e+01
47,0.5000,0.5000,54.0000,20.000000,2.03363495e+01
48,0.5000,0.5000,53.0000,20.000000,1.90524883e+01
49,0.5000,0.5000,52.0000,20.000000,1.77525063e+01
50,0.5000,0.5000,51.0000,20.000000,1.64354420e+01
51,0.5000,0.5000,50.0000,20.000000,1.51002693e+01
52,0.5000,0.5000,49.0000,20.000000,1.37458973e+01
53,0.5000,0.5000,48.0000,20.000000,1.23711643e+01
54,0.5000,0.5000,47.0000,20.000000,1.09748335e+01
55,0.5000,0.5000,46.0000,20.000000,9.55558968e+00
56,0.5000,0.5000,45.0000,20.000000,8.11203384e+00
57,0.5000,0.5000,44.0000,20.000000,6.64267731e+00
58,0.5000,0.5000,43.0000,20.000000,5.14593887e+00
59,0.5000,0.5000,42.0000,20.000000,3.62013888e+00
60,0.5000,0.5000,41.0000,20.000000,2.06349587e+00
61,0.5000,0.5000,40.0000,20.000000,4.74122405e-01
62,0.5000,0.5000,39.0000,20.000000,-1.14997804e+00
63,0.5000,0.5000,38.0000,20.000000,-2.81091309e+00
64,0.5000,0.5000,37.0000,20.000000,-4.51090145e+00
65,0.5000,0.5000,36.0000,20.000000,-6.25227213e+00
66,0.5000,0.5000,35.0000,20.000000,-8.03746128e+00
67,0.5000,0.5000,34.0000,20.000000,-9.86900330e+00
68,0.5000,0.5000,33.0000,20.000000,-1.17495213e+01
69,0.5000,0.5000,32.0000,20.000000,-1.36817093e+01
70,0.5000,0.5000,31.0000,20.000000,-1.56683092e+01
71,0.5000,0.5000,30.0000,20.000000,-1.77120800e+01
72,0.5000,0.5000,29.0000,20.000000,-1.98157578e+01
73,0.5000,0.5000,28.0000,20.000000,-2.19820004e+01
74,0.5000,0.5000,27.0000,20.000000,-2.42133198e+01
75,0.5000,0.5000,26.0000,20.000000,-2.65120087e+01
76,0.5000,0.5000,25.0000,20.000000,-2.88800259e+01
77,0.5000,0.5000,24.0000,20.000000,-3.13188915e+01
78,0.5000,0.5000,23.0000,20.000000,-3.38295403e+01
79,0.5000,0.5000,22.0000,20.000000,-3.64121704e+01
80,0.5000,0.5000,21.0000,20.000000,-3.90660629e+01
81,0.5000,0.5000,20.0000,20.000000,-4.17894135e+01
82,0.5000,0.5000,19.0000,20.000000,-4.45791435e+01
83,0.5000,0.5000,18.0000,20.000000,-4.74307404e+01
84,0.5000,0.5000,17.0000,20.000000,-5.03381157e+01
85,0.5000,0.5000,16.0000,20.000000,-5.32935638e+01
86,0.5000,0.5000,15.0000,20.000000,-5.62877426e+01
87,0.5000,0.5000,14.0000,20.000000,-5.93098373e+01
88,0.5000,0.5000,13.0000,20.000000,-6.23478241e+01
89,0.5000,0.5000,12.0000,20.000000,-6.53889236e+01
90,0.5000,0.5000,11.0000,20.000000,-6.84201813e+01
