0	0.049999952
1	0.049999961
2	0.049999967
3	0.049999969
4	0.049999957
5	0.049999911
6	0.049999893
7	0.049999828
8	0.049999838
9	0.049999847
10	0.049999857
11	0.049999866
12	0.049999876
13	0.049999885
14	0.049999894
15	0.049999902
16	0.049999907
17	0.049999906
18	0.049999888
19	0.049999823
20	0.049999833
21	0.049999842
22	0.049999852
23	0.049999861
24	0.049999871
25	0.04999988
26	0.04999989
27	0.049999899
28	0.049999908
29	0.049999916
30	0.049999921
31	0.04999992
32	0.049999901
33	0.04999991
34	0.04999992
35	0.049999929
36	0.049999939
37	0.049999948
38	0.049999957
39	0.049999965
40	0.049999972
41	0.049999973
42	0.049999962
43	0.049999915
44	0.049999896
45	0.049999905
46	0.049999915
47	0.049999924
48	0.049999934
49	0.049999943
50	0.049999953
51	0.049999962
52	0.04999997
53	0.049999977
54	0.049999978
55	0.049999967
56	0.04999992
57	0.049999901
58	0.04999991
59	0.04999992
60	0.049999929
61	0.049999939
62	0.049999948
63	0.049999957
64	0.049999965
65	0.049999972
66	0.049999973
67	0.049999962
68	0.049999915
69	0.049999896
70	0.049999905
71	0.049999913
72	0.049999919
73	0.04999992
74	0.049999908
75	0.049999859
76	0.049999832
77	0.049999747
78	0.049999626
79	0.049999409
80	0.049999059
81	0.049998477
82	0.049997517
83	0.049995995
84	0.049993508
85	0.049989423
86	0.049982664
87	0.049971578
88	0.04995334
89	0.049923334
90	0.04987397
91	0.04979259
92	0.049658205
93	0.049435392
94	0.049063763
95	0.048437668
96	0.047363618
97	0.045461268
98	0.041879286
99	0.034179919
100	0.00999999
