0	5.00E-02
1	5.00E-02
2	5.00E-02
3	5.00E-02
4	5.00E-02
5	5.00E-02
6	5.00E-02
7	5.00E-02
8	5.00E-02
9	5.00E-02
10	5.00E-02
11	5.00E-02
12	5.00E-02
13	5.00E-02
14	5.00E-02
15	5.00E-02
16	5.00E-02
17	5.00E-02
18	5.00E-02
19	5.00E-02
20	5.00E-02
21	5.00E-02
22	5.00E-02
23	5.00E-02
24	5.00E-02
25	5.00E-02
26	5.00E-02
27	5.00E-02
28	5.00E-02
29	4.99E-02
30	4.99E-02
31	4.99E-02
32	4.99E-02
33	4.99E-02
34	4.99E-02
35	4.98E-02
36	4.98E-02
37	4.98E-02
38	4.97E-02
39	4.97E-02
40	4.96E-02
41	4.95E-02
42	4.94E-02
43	4.93E-02
44	4.92E-02
45	4.91E-02
46	4.90E-02
47	4.88E-02
48	4.86E-02
49	4.84E-02
50	4.81E-02
51	4.78E-02
52	4.75E-02
53	4.71E-02
54	4.67E-02
55	4.62E-02
56	4.57E-02
57	4.51E-02
58	4.45E-02
59	4.38E-02
60	4.30E-02
61	4.21E-02
62	4.11E-02
63	4.00E-02
64	3.89E-02
65	3.76E-02
66	3.62E-02
67	3.46E-02
68	3.30E-02
69	3.13E-02
70	2.94E-02
71	2.74E-02
72	2.53E-02
73	2.32E-02
74	2.11E-02
75	1.89E-02
76	1.65E-02
77	1.39E-02
78	1.16E-02
79	9.52E-03
80	7.80E-03
81	6.50E-03
82	4.74E-03
83	2.61E-03
84	4.35E-04
85	-2.38E-08
86	-1.43E-08
87	-4.77E-09
88	4.77E-09
89	1.43E-08
90	2.38E-08
91	3.34E-08
92	4.29E-08
93	5.25E-08
94	-5.72E-08
95	-4.77E-08
96	-3.81E-08
97	-2.86E-08
98	-1.91E-08
99	-9.54E-09
100	1.00E-02
