INTERNAL  1.000000e+00  (FREE)  -1  Top elevation Layer 1
 3.683414e+00 3.683414e+00 3.716156e+00 3.716156e+00 3.717495e+00 3.717495e+00 3.687169e+00 3.687169e+00 3.676896e+00 3.676896e+00
 3.688852e+00 3.688852e+00 3.734276e+00 3.734276e+00 3.716852e+00 3.716852e+00 3.676800e+00 3.781651e+00 3.781651e+00 3.840498e+00
 3.840498e+00 3.746160e+00 3.746160e+00 3.668314e+00 3.710834e+00 3.734841e+00 3.732081e+00 3.732081e+00 3.748545e+00 3.747755e+00
 3.747755e+00 3.729522e+00 3.715518e+00 3.715518e+00 3.715415e+00 3.726104e+00 3.726104e+00 3.733833e+00 3.742377e+00 3.742377e+00
 3.736043e+00 3.712413e+00 3.712413e+00 3.684811e+00 3.695280e+00 3.675040e+00 3.730160e+00 3.723684e+00 3.757123e+00 3.708981e+00
 3.726467e+00 3.669472e+00 3.669472e+00 3.844612e+00 3.844612e+00 3.769737e+00 3.769737e+00 3.742115e+00 3.782034e+00 3.782034e+00
 3.831413e+00 3.838421e+00 3.831597e+00 3.791852e+00 3.743034e+00 3.727787e+00 3.727787e+00 3.734841e+00 3.732081e+00 3.730594e+00
 3.692975e+00 3.684541e+00 3.684541e+00 3.723663e+00 3.694021e+00 3.694021e+00 3.695329e+00 3.696008e+00 3.696008e+00 3.687646e+00
 3.674038e+00 3.674038e+00 3.699537e+00 3.672846e+00 3.672846e+00 3.629243e+00 3.695280e+00 3.730160e+00 3.730160e+00 3.747514e+00
 3.757123e+00 3.750729e+00 3.726467e+00 3.710247e+00 3.710247e+00 3.677633e+00 3.727248e+00 3.739962e+00 3.739962e+00 3.852926e+00
 3.852926e+00 3.756738e+00 3.871596e+00 3.871596e+00 3.831821e+00 3.831821e+00 3.872153e+00 3.872714e+00 3.872714e+00 3.844870e+00
 3.807824e+00 3.781786e+00 3.781786e+00 3.759659e+00 3.771665e+00 3.771665e+00 3.838421e+00 3.795862e+00 3.795862e+00 3.756278e+00
 3.727787e+00 3.603184e+00 3.724178e+00 3.730594e+00 3.616223e+00 3.692975e+00 3.684541e+00 3.545511e+00 3.594210e+00 3.594210e+00
 3.576895e+00 3.541669e+00 3.574451e+00 3.574451e+00 3.530154e+00 3.530154e+00 3.522402e+00 3.522627e+00 3.672846e+00 3.523178e+00
 3.629243e+00 3.646723e+00 3.714865e+00 3.625447e+00 3.654094e+00 3.654094e+00 3.694161e+00 3.722145e+00 3.722145e+00 3.705995e+00
 3.726063e+00 3.759218e+00 3.759218e+00 3.803255e+00 3.819919e+00 3.819919e+00 3.757864e+00 3.703351e+00 3.645418e+00 3.654342e+00
 3.602895e+00 3.925580e+00 3.890705e+00 3.890705e+00 3.921888e+00 3.893017e+00 3.893017e+00 3.882226e+00 3.872153e+00 3.839896e+00
 3.818821e+00 3.818821e+00 3.743937e+00 3.743937e+00 3.693437e+00 3.759659e+00 3.771665e+00 3.771665e+00 3.728505e+00 3.697948e+00
 3.697948e+00 3.647891e+00 3.425773e+00 3.603184e+00 3.637038e+00 3.429837e+00 3.616223e+00 3.367618e+00 3.336184e+00 3.545511e+00
 3.382837e+00 3.413414e+00 3.400796e+00 3.368413e+00 3.368413e+00 3.374933e+00 3.373495e+00 3.359319e+00 3.344479e+00 3.339322e+00
 3.355243e+00 3.353756e+00 3.464468e+00 3.330635e+00 3.345971e+00 3.625447e+00 3.654094e+00 3.462649e+00 3.694161e+00 3.722145e+00
 3.658623e+00 3.628758e+00 3.678258e+00 3.678258e+00 3.732749e+00 3.732073e+00 3.732073e+00 3.725296e+00 3.757864e+00 3.703351e+00
 3.654342e+00 3.654342e+00 3.602895e+00 3.663876e+00 3.649550e+00 3.729792e+00 3.729792e+00 3.985853e+00 4.015353e+00 4.015353e+00
 3.972861e+00 3.921888e+00 3.913417e+00 3.913417e+00 3.885789e+00 3.854814e+00 3.854814e+00 3.839896e+00 3.818821e+00 3.818821e+00
 3.743937e+00 3.566650e+00 3.693437e+00 3.681505e+00 3.509351e+00 3.622825e+00 3.558477e+00 3.529929e+00 3.512292e+00 3.512292e+00
 3.425773e+00 3.392717e+00 3.392717e+00 3.429837e+00 3.249781e+00 3.248572e+00 3.429837e+00 3.429837e+00 3.250127e+00 3.242930e+00
 3.435870e+00 3.435870e+00 3.242930e+00 3.254973e+00 3.238526e+00 3.367618e+00 3.238526e+00 3.197903e+00 3.197903e+00 3.171102e+00
 3.197903e+00 3.171102e+00 3.178084e+00 3.197409e+00 3.178084e+00 3.197409e+00 3.220722e+00 3.235150e+00 3.132972e+00 3.146217e+00
 3.245708e+00 3.256418e+00 3.153626e+00 3.153626e+00 3.256418e+00 3.243745e+00 3.163177e+00 3.162976e+00 3.221502e+00 3.221502e+00
 3.162976e+00 3.137711e+00 3.207444e+00 3.209912e+00 3.113077e+00 3.118343e+00 3.209912e+00 3.216311e+00 3.118343e+00 3.125837e+00
 3.210768e+00 3.210768e+00 3.117381e+00 3.117381e+00 3.201231e+00 3.189491e+00 3.109967e+00 3.111110e+00 3.189491e+00 3.168154e+00
 3.111110e+00 3.102010e+00 3.161622e+00 3.161622e+00 3.087957e+00 3.087957e+00 3.179541e+00 3.197139e+00 3.099093e+00 3.197139e+00
 3.197139e+00 3.201148e+00 3.122018e+00 3.131985e+00 3.200469e+00 3.200469e+00 3.200469e+00 3.183941e+00 3.330635e+00 3.175350e+00
 3.183941e+00 3.175350e+00 3.345971e+00 3.345971e+00 3.167420e+00 3.167420e+00 3.393786e+00 3.327700e+00 3.462649e+00 3.570271e+00
 3.299552e+00 3.398655e+00 3.454125e+00 3.454125e+00 3.509572e+00 3.561794e+00 3.732073e+00 3.725296e+00 3.725296e+00 3.708536e+00
 3.677321e+00 3.677321e+00 3.647135e+00 3.663876e+00 3.663876e+00 3.721450e+00 3.721450e+00 3.748627e+00 3.696161e+00 3.696161e+00
 4.025501e+00 4.021232e+00 4.033586e+00 4.033586e+00 4.015353e+00 3.972861e+00 3.913060e+00 3.913060e+00 3.853829e+00 3.806472e+00
 3.806472e+00 3.752630e+00 3.705483e+00 3.705483e+00 3.650139e+00 3.566650e+00 3.566650e+00 3.478266e+00 3.307033e+00 3.509351e+00
 3.410542e+00 3.410542e+00 3.275014e+00 3.256320e+00 3.410542e+00 3.335616e+00 3.214867e+00 3.214867e+00 3.335616e+00 3.335616e+00
 3.184155e+00 3.196602e+00 3.306779e+00 3.292156e+00 3.196602e+00 3.184770e+00 3.292156e+00 3.311187e+00 3.182954e+00 3.182954e+00
 3.182238e+00 3.273889e+00 3.182238e+00 3.161629e+00 3.234601e+00 3.146661e+00 3.161629e+00 3.146661e+00 3.135417e+00 3.136275e+00
 3.135417e+00 3.046449e+00 3.250127e+00 3.250127e+00 3.132726e+00 3.242930e+00 3.136275e+00 3.132726e+00 3.132726e+00 3.142359e+00
 3.136275e+00 3.132726e+00 3.132726e+00 3.049976e+00 3.040105e+00 3.040105e+00 3.049976e+00 3.049976e+00 3.142359e+00 3.142359e+00
 3.143849e+00 3.143849e+00 3.142359e+00 3.142359e+00 3.143849e+00 3.143849e+00 3.142359e+00 3.048837e+00 3.048837e+00 3.044908e+00
 3.048837e+00 3.048837e+00 3.048837e+00 3.044908e+00 3.143849e+00 3.132091e+00 3.132091e+00 3.132091e+00 3.143849e+00 3.048908e+00
 3.132091e+00 3.132091e+00 3.044908e+00 3.048908e+00 3.048908e+00 3.037914e+00 3.044908e+00 3.048908e+00 3.048908e+00 2.980000e+00
 3.107776e+00 3.107776e+00 3.095487e+00 3.095487e+00 3.037914e+00 3.107776e+00 3.027921e+00 3.027921e+00 3.037914e+00 3.037914e+00
 3.027921e+00 3.027921e+00 2.980000e+00 2.980000e+00 2.980000e+00 2.980000e+00 3.088673e+00 3.088673e+00 3.030167e+00 3.107612e+00
 3.024164e+00 3.024164e+00 3.030167e+00 3.030167e+00 3.024164e+00 2.980000e+00 3.030167e+00 2.980000e+00 2.980000e+00 2.980000e+00
 2.980000e+00 2.980000e+00 3.047392e+00 3.132972e+00 3.066113e+00 3.146217e+00 3.047392e+00 3.047392e+00 3.066113e+00 3.066113e+00
 2.980000e+00 2.980000e+00 2.980000e+00 2.980000e+00 2.980000e+00 2.980000e+00 2.980000e+00 2.980000e+00 3.067589e+00 3.153626e+00
 3.067633e+00 3.067633e+00 3.067589e+00 3.067589e+00 3.067633e+00 3.067633e+00 2.980000e+00 2.980000e+00 2.980000e+00 2.980000e+00
 2.980000e+00 2.980000e+00 2.980000e+00 2.980000e+00 3.163177e+00 3.075513e+00 3.075513e+00 3.070897e+00 3.075513e+00 3.075513e+00
 3.075513e+00 3.070897e+00 2.980000e+00 2.980000e+00 2.980000e+00 2.980000e+00 2.980000e+00 2.980000e+00 2.980000e+00 2.980000e+00
 3.070897e+00 3.066931e+00 3.066931e+00 3.042649e+00 3.070897e+00 3.066931e+00 3.066931e+00 3.042649e+00 2.980000e+00 2.980000e+00
 2.980000e+00 2.980000e+00 2.980000e+00 2.980000e+00 2.980000e+00 2.980000e+00 3.042649e+00 3.113077e+00 3.035082e+00 3.035082e+00
 3.042649e+00 3.042649e+00 3.035082e+00 3.035082e+00 2.980000e+00 2.980000e+00 2.980000e+00 2.980000e+00 2.980000e+00 2.980000e+00
 2.980000e+00 2.980000e+00 3.118343e+00 3.040013e+00 3.040013e+00 3.043941e+00 3.040013e+00 3.040013e+00 3.040013e+00 3.043941e+00
 2.980000e+00 2.980000e+00 2.980000e+00 2.980000e+00 2.980000e+00 2.980000e+00 2.980000e+00 2.980000e+00 3.043941e+00 3.040176e+00
 3.040176e+00 3.033286e+00 3.043941e+00 3.040176e+00 3.040176e+00 3.033286e+00 2.980000e+00 2.980000e+00 2.980000e+00 2.980000e+00
 2.980000e+00 2.980000e+00 2.980000e+00 2.980000e+00 3.033286e+00 3.109967e+00 3.035531e+00 3.035531e+00 3.033286e+00 3.033286e+00
 3.035531e+00 3.035531e+00 2.980000e+00 2.980000e+00 2.980000e+00 2.980000e+00 2.980000e+00 2.980000e+00 2.980000e+00 2.980000e+00
 3.111110e+00 3.036290e+00 3.036290e+00 3.033549e+00 3.036290e+00 3.036290e+00 3.036290e+00 3.033549e+00 2.980000e+00 2.980000e+00
 2.980000e+00 2.980000e+00 2.980000e+00 2.980000e+00 2.980000e+00 2.980000e+00 3.033549e+00 3.032009e+00 3.087957e+00 3.031797e+00
 3.033549e+00 3.032009e+00 3.032009e+00 3.031797e+00 2.980000e+00 2.980000e+00 2.980000e+00 2.980000e+00 2.980000e+00 2.980000e+00
 2.980000e+00 2.980000e+00 3.031797e+00 3.099093e+00 3.038485e+00 3.122018e+00 3.031797e+00 3.038485e+00 3.038485e+00 3.038485e+00
 2.980000e+00 2.980000e+00 3.038485e+00 2.980000e+00 2.980000e+00 2.980000e+00 2.980000e+00 2.980000e+00 3.122018e+00 3.058904e+00
 3.131985e+00 3.131985e+00 3.058904e+00 3.058904e+00 3.056152e+00 3.056152e+00 2.980000e+00 3.058904e+00 3.056152e+00 3.056152e+00
 2.980000e+00 2.980000e+00 2.980000e+00 2.980000e+00 3.131985e+00 3.121305e+00 3.121305e+00 3.121305e+00 3.049321e+00 3.049321e+00
 3.121305e+00 3.042084e+00 3.049321e+00 3.049321e+00 3.049321e+00 3.042084e+00 2.980000e+00 2.980000e+00 2.980000e+00 2.980000e+00
 3.107131e+00 3.107131e+00 3.091286e+00 3.091286e+00 3.107131e+00 3.107131e+00 3.091286e+00 3.091286e+00 3.042084e+00 3.043319e+00
 3.043319e+00 3.091286e+00 3.042084e+00 3.043319e+00 3.043319e+00 3.039897e+00 3.091286e+00 3.085826e+00 3.039897e+00 3.039303e+00
 3.187473e+00 3.210120e+00 3.091492e+00 3.104865e+00 3.215264e+00 3.184224e+00 3.111350e+00 3.116536e+00 3.184224e+00 3.161626e+00
 3.184224e+00 3.161626e+00 3.303469e+00 3.299552e+00 3.156301e+00 3.156301e+00 3.299552e+00 3.246853e+00 3.133718e+00 3.246853e+00
 3.398655e+00 3.454125e+00 3.254492e+00 3.509572e+00 3.561794e+00 3.566915e+00 3.566915e+00 3.581140e+00 3.613067e+00 3.613067e+00
 3.617498e+00 3.644643e+00 3.644643e+00 3.693651e+00 3.721450e+00 3.721450e+00 3.748627e+00 3.748627e+00 3.702920e+00 3.692793e+00
 3.656275e+00 4.081259e+00 4.045078e+00 3.961310e+00 3.961310e+00 3.936891e+00 3.965872e+00 3.965872e+00 3.913523e+00 3.779812e+00
 3.779812e+00 3.683767e+00 3.683767e+00 3.641114e+00 3.568228e+00 3.469321e+00 3.437200e+00 3.413466e+00 3.382388e+00 3.382388e+00
